"Code","Ebene","Titel","Parent"
"74.30.1",5,"Übersetzen","74.30"
"74.30.2",5,"Dolmetschen","74.30"
"74.9",3,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.",74
"74.90",4,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.","74.9"
"74.90.0",5,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.","74.90"
75,2,"Veterinärwesen","M"
"75.0",3,"Veterinärwesen",75
"75.00",4,"Veterinärwesen","75.0"
"75.00.1",5,"Tierarztpraxen","75.00"
"75.00.9",5,"Sonstiges Veterinärwesen","75.00"
"N",1,"Erbringung von sonstigen wirtschaftlichen Dienstleistungen",
77,2,"Vermietung von beweglichen Sachen","N"
"77.1",3,"Vermietung von Kraftwagen",77
"77.11",4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger","77.1"
"77.11.0",5,"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger","77.11"
"77.12",4,"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t","77.1"
"77.12.0",5,"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t","77.12"
"77.2",3,"Vermietung von Gebrauchsgütern",77
"77.21",4,"Vermietung von Sport- und Freizeitgeräten","77.2"
"77.21.0",5,"Vermietung von Sport- und Freizeitgeräten","77.21"
"77.22",4,"Videotheken","77.2"
"77.22.0",5,"Videotheken","77.22"
"77.29",4,"Vermietung von sonstigen Gebrauchsgütern","77.2"
"77.29.0",5,"Vermietung von sonstigen Gebrauchsgütern","77.29"
"77.3",3,"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen",77
"77.31",4,"Vermietung von landwirtschaftlichen Maschinen und Geräten","77.3"
"77.31.0",5,"Vermietung von landwirtschaftlichen Maschinen und Geräten","77.31"
"77.32",4,"Vermietung von Baumaschinen und -geräten","77.3"
"77.32.0",5,"Vermietung von Baumaschinen und -geräten","77.32"
"77.33",4,"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen","77.3"
"77.33.0",5,"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen","77.33"
"77.34",4,"Vermietung von Wasserfahrzeugen","77.3"
"77.34.0",5,"Vermietung von Wasserfahrzeugen","77.34"
"77.35",4,"Vermietung von Luftfahrzeugen","77.3"
"77.35.0",5,"Vermietung von Luftfahrzeugen","77.35"
"77.39",4,"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.","77.3"
"77.39.0",5,"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.","77.39"
"77.4",3,"Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)",77
"77.40",4,"Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)","77.4"
"77.40.0",5,"Leasing von nichtfinanziellen immateriellen Vermögensgegenständen (ohne Copyrights)","77.40"
78,2,"Vermittlung und Überlassung von Arbeitskräften","N"
"78.1",3,"Vermittlung von Arbeitskräften",78
"78.10",4,"Vermittlung von Arbeitskräften","78.1"
"78.10.0",5,"Vermittlung von Arbeitskräften","78.10"
"78.2",3,"Befristete Überlassung von Arbeitskräften",78
"78.20",4,"Befristete Überlassung von Arbeitskräften","78.2"
"78.20.0",5,"Befristete Überlassung von Arbeitskräften","78.20"
"78.3",3,"Sonstige Überlassung von Arbeitskräften",78
"78.30",4,"Sonstige Überlassung von Arbeitskräften","78.3"
"78.30.0",5,"Sonstige Überlassung von Arbeitskräften","78.30"
79,2,"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen","N"
"79.1",3,"Reisebüros und Reiseveranstalter",79
"79.11",4,"Reisebüros","79.1"
"79.11.0",5,"Reisebüros","79.11"
"79.12",4,"Reiseveranstalter","79.1"
"79.12.0",5,"Reiseveranstalter","79.12"
"79.9",3,"Erbringung sonstiger Reservierungsdienstleistungen",79
"79.90",4,"Erbringung sonstiger Reservierungsdienstleistungen","79.9"
"79.90.0",5,"Erbringung sonstiger Reservierungsdienstleistungen","79.90"
80,2,"Wach- und Sicherheitsdienste sowie Detekteien","N"
"80.1",3,"Private Wach- und Sicherheitsdienste",80
"80.10",4,"Private Wach- und Sicherheitsdienste","80.1"
"80.10.0",5,"Private Wach- und Sicherheitsdienste","80.10"
"80.2",3,"Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen",80
"80.20",4,"Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen","80.2"
"80.20.0",5,"Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen","80.20"
"80.3",3,"Detekteien",80
"80.30",4,"Detekteien","80.3"
"80.30.0",5,"Detekteien","80.30"
81,2,"Gebäudebetreuung; Garten- und Landschaftsbau","N"
"81.1",3,"Hausmeisterdienste",81
"81.10",4,"Hausmeisterdienste","81.1"
"81.10.0",5,"Hausmeisterdienste","81.10"
"81.2",3,"Reinigung von Gebäuden, Straßen und Verkehrsmitteln",81
"81.21",4,"Allgemeine Gebäudereinigung","81.2"
"81.21.0",5,"Allgemeine Gebäudereinigung","81.21"
"81.22",4,"Spezielle Reinigung von Gebäuden und Reinigung von Maschinen","81.2"
"81.22.1",5,"Schornsteinreinigung","81.22"
"81.22.9",5,"Sonstige spezielle Reinigung von Gebäuden und Maschinen","81.22"
"81.29",4,"Reinigung a. n. g.","81.2"
"81.29.1",5,"Reinigung von Verkehrsmitteln","81.29"
"81.29.2",5,"Desinfektion und Schädlingsbekämpfung","81.29"
"81.29.9",5,"Sonstige Reinigung a. n. g.","81.29"
"81.3",3,"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen",81
"81.30",4,"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen","81.3"
"81.30.1",5,"Garten- und Landschaftsbau","81.30"
"81.30.9",5,"Erbringung von sonstigen gärtnerischen Dienstleistungen","81.30"
82,2,"Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.","N"
"82.1",3,"Sekretariats- und Schreibdienste, Copy-Shops",82
"82.11",4,"Allgemeine Sekretariats- und Schreibdienste","82.1"
"82.11.0",5,"Allgemeine Sekretariats- und Schreibdienste","82.11"
"82.19",4,"Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste","82.1"
"82.19.0",5,"Copy-Shops; Dokumentenvorbereitung und Erbringung sonstiger spezieller Sekretariatsdienste","82.19"
"82.2",3,"Call Center",82
"82.20",4,"Call Center","82.2"
"82.20.0",5,"Call Center","82.20"
"82.3",3,"Messe-, Ausstellungs- und Kongressveranstalter",82
"82.30",4,"Messe-, Ausstellungs- und Kongressveranstalter","82.3"
"82.30.0",5,"Messe-, Ausstellungs- und Kongressveranstalter","82.30"
"82.9",3,"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen",82
"82.91",4,"Inkassobüros und Auskunfteien","82.9"
"82.91.1",5,"Inkassobüros","82.91"
"82.91.2",5,"Auskunfteien","82.91"
"82.92",4,"Abfüllen und Verpacken","82.9"
"82.92.0",5,"Abfüllen und Verpacken","82.92"
"82.99",4,"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.","82.9"
"82.99.1",5,"Versteigerungsgewerbe","82.99"
"82.99.9",5,"Erbringung von anderen wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.","82.99"
"O",1,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung",
84,2,"Öffentliche Verwaltung, Verteidigung; Sozialversicherung","O"
"84.1",3,"Öffentliche Verwaltung",84
"84.11",4,"Allgemeine öffentliche Verwaltung","84.1"
"84.11.0",5,"Allgemeine öffentliche Verwaltung","84.11"
"84.12",4,"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","84.1"
"84.12.0",5,"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen","84.12"
"84.13",4,"Wirtschaftsförderung, -ordnung und -aufsicht","84.1"
"84.13.0",5,"Wirtschaftsförderung, -ordnung und -aufsicht","84.13"
"84.2",3,"Auswärtige Angelegenheiten, Verteidigung, Rechtspflege, öffentliche Sicherheit und Ordnung",84
"84.21",4,"Auswärtige Angelegenheiten","84.2"
"84.21.0",5,"Auswärtige Angelegenheiten","84.21"
"84.22",4,"Verteidigung","84.2"
"84.22.0",5,"Verteidigung","84.22"
"84.23",4,"Rechtspflege","84.2"
"84.23.0",5,"Rechtspflege","84.23"
"84.24",4,"Öffentliche Sicherheit und Ordnung","84.2"
"84.24.0",5,"Öffentliche Sicherheit und Ordnung","84.24"
"84.25",4,"Feuerwehren","84.2"
"84.25.0",5,"Feuerwehren","84.25"
"84.3",3,"Sozialversicherung",84
"84.30",4,"Sozialversicherung","84.3"
"84.30.0",5,"Sozialversicherung","84.30"
"P",1,"Erziehung und Unterricht",
85,2,"Erziehung und Unterricht","P"
"85.1",3,"Kindergärten und Vorschulen",85
"85.10",4,"Kindergärten und Vorschulen","85.1"
"85.10.1",5,"Kindergärten","85.10"
"85.10.2",5,"Vorklassen, Schulkindergärten","85.10"
"85.2",3,"Grundschulen",85
"85.20",4,"Grundschulen","85.2"
"85.20.0",5,"Grundschulen","85.20"
"85.3",3,"Weiterführende Schulen",85
"85.31",4,"Allgemein bildende weiterführende Schulen","85.3"
"85.31.1",5,"Allgemein bildende weiterführende Schulen Sekundarbereich I","85.31"
"85.31.2",5,"Allgemein bildende weiterführende Schulen Sekundarbereich II","85.31"
"85.32",4,"Berufsbildende weiterführende Schulen","85.3"
"85.32.0",5,"Berufsbildende weiterführende Schulen","85.32"
"85.4",3,"Tertiärer und post-sekundärer, nicht tertiärer Unterricht",85
"85.41",4,"Post-sekundärer, nicht tertiärer Unterricht","85.4"
"85.41.0",5,"Post-sekundärer, nicht tertiärer Unterricht","85.41"
"85.42",4,"Tertiärer Unterricht","85.4"
"85.42.1",5,"Universitäten","85.42"
"85.42.2",5,"Allgemeine Fachhochschulen","85.42"
"85.42.3",5,"Verwaltungsfachhochschulen","85.42"
"85.42.4",5,"Berufsakademien, Fachakademien, Schulen des Gesundheitswesens","85.42"
"85.5",3,"Sonstiger Unterricht",85
"85.51",4,"Sport- und Freizeitunterricht","85.5"
"85.51.0",5,"Sport- und Freizeitunterricht","85.51"
"85.52",4,"Kulturunterricht","85.5"
"85.52.0",5,"Kulturunterricht","85.52"
"85.53",4,"Fahr- und Flugschulen","85.5"
"85.53.0",5,"Fahr- und Flugschulen","85.53"
"85.59",4,"Sonstiger Unterricht a. n. g.","85.5"
"85.59.1",5,"Allgemeine und politische Erwachsenenbildung","85.59"
"85.59.2",5,"Berufliche Erwachsenenbildung","85.59"
"85.59.9",5,"Unterricht a. n. g.","85.59"
"85.6",3,"Erbringung von Dienstleistungen für den Unterricht",85
"85.60",4,"Erbringung von Dienstleistungen für den Unterricht","85.6"
"85.60.0",5,"Erbringung von Dienstleistungen für den Unterricht","85.60"
"Q",1,"Gesundheits- und Sozialwesen",
86,2,"Gesundheitswesen","Q"
"86.1",3,"Krankenhäuser",86
"86.10",4,"Krankenhäuser","86.1"
"86.10.1",5,"Krankenhäuser (ohne Hochschulkliniken, Vorsorge- und Rehabilitationskliniken)","86.10"
"86.10.2",5,"Hochschulkliniken","86.10"
"86.10.3",5,"Vorsorge- und Rehabilitationskliniken","86.10"
"86.2",3,"Arzt- und Zahnarztpraxen",86
"86.21",4,"Arztpraxen für Allgemeinmedizin","86.2"
"86.21.0",5,"Arztpraxen für Allgemeinmedizin","86.21"
"86.22",4,"Facharztpraxen","86.2"
"86.22.0",5,"Facharztpraxen","86.22"
"86.23",4,"Zahnarztpraxen","86.2"
"86.23.0",5,"Zahnarztpraxen","86.23"
"86.9",3,"Gesundheitswesen a. n. g.",86
"86.90",4,"Gesundheitswesen a. n. g.","86.9"
"86.90.1",5,"Praxen von psychologischen Psychotherapeutinnen und -therapeuten","86.90"
"86.90.2",5,"Massagepraxen, Krankengymnastikpraxen, Praxen von medizinischen Bademeisterinnen und Bademeistern, Hebammen und Entbindungspflegern sowie von verwandten Berufen","86.90"
"86.90.3",5,"Heilpraktikerpraxen","86.90"
"86.90.9",5,"Sonstige selbstständige Tätigkeiten im Gesundheitswesen","86.90"
87,2,"Heime (ohne Erholungs- und Ferienheime)","Q"
"87.1",3,"Pflegeheime",87
"87.10",4,"Pflegeheime","87.1"
"87.10.0",5,"Pflegeheime","87.10"
"87.2",3,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.",87
"87.20",4,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.","87.2"
"87.20.0",5,"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung u. Ä.","87.20"
"87.3",3,"Altenheime; Alten- und Behindertenwohnheime",87
"87.30",4,"Altenheime; Alten- und Behindertenwohnheime","87.3"
"87.30.0",5,"Altenheime; Alten- und Behindertenwohnheime","87.30"
"87.9",3,"Sonstige Heime (ohne Erholungs- und Ferienheime)",87
"87.90",4,"Sonstige Heime (ohne Erholungs- und Ferienheime)","87.9"
"87.90.0",5,"Sonstige Heime (ohne Erholungs- und Ferienheime)","87.90"
88,2,"Sozialwesen (ohne Heime)","Q"
"88.1",3,"Soziale Betreuung älterer Menschen und Behinderter",88
"88.10",4,"Soziale Betreuung älterer Menschen und Behinderter","88.1"
"88.10.1",5,"Ambulante soziale Dienste","88.10"
"88.10.2",5,"Sonstige soziale Betreuung älterer Menschen und Behinderter","88.10"
"88.9",3,"Sonstiges Sozialwesen (ohne Heime)",88
"88.91",4,"Tagesbetreuung von Kindern","88.9"
"88.91.0",5,"Tagesbetreuung von Kindern","88.91"
"88.99",4,"Sonstiges Sozialwesen a. n. g.","88.9"
"88.99.0",5,"Sonstiges Sozialwesen a. n. g.","88.99"
"R",1,"Kunst, Unterhaltung und Erholung",
90,2,"Kreative, künstlerische und unterhaltende Tätigkeiten","R"
"90.0",3,"Kreative, künstlerische und unterhaltende Tätigkeiten",90
"90.01",4,"Darstellende Kunst","90.0"
"90.01.1",5,"Theaterensembles","90.01"
"90.01.2",5,"Ballettgruppen, Orchester, Kapellen und Chöre","90.01"
"90.01.3",5,"Selbstständige Artistinnen und Artisten, Zirkusgruppen","90.01"
"90.01.4",5,"Selbstständige Bühnen-, Film-, Hörfunk- und Fernsehkünstlerinnen und -künstler sowie sonstige darstellende Kunst","90.01"
"90.02",4,"Erbringung von Dienstleistungen für die darstellende Kunst","90.0"
"90.02.0",5,"Erbringung von Dienstleistungen für die darstellende Kunst","90.02"
"90.03",4,"Künstlerisches und schriftstellerisches Schaffen","90.0"
"90.03.1",5,"Selbstständige Komponistinnen, Komponisten, Musikbearbeiterinnen und Musikbearbeiter","90.03"
"90.03.2",5,"Selbstständige Schriftstellerinnen und Schriftsteller","90.03"
"90.03.3",5,"Selbstständige bildende Künstlerinnen und Künstler","90.03"
"90.03.4",5,"Selbstständige Restauratorinnen und Restauratoren","90.03"
"90.03.5",5,"Selbstständige Journalistinnen und Journalisten, Pressefotografinnen und Pressefotografen","90.03"
"90.04",4,"Betrieb von Kultur- und Unterhaltungseinrichtungen","90.0"
"90.04.1",5,"Theater- und Konzertveranstalter","90.04"
"90.04.2",5,"Opern- und Schauspielhäuser, Konzerthallen und ähnliche Einrichtungen","90.04"
"90.04.3",5,"Varietés und Kleinkunstbühnen","90.04"
91,2,"Bibliotheken, Archive, Museen, botanische und zoologische Gärten","R"
"91.0",3,"Bibliotheken, Archive, Museen, botanische und zoologische Gärten",91
"91.01",4,"Bibliotheken und Archive","91.0"
"91.01.0",5,"Bibliotheken und Archive","91.01"
"91.02",4,"Museen","91.0"
"91.02.0",5,"Museen","91.02"
"91.03",4,"Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen","91.0"
"91.03.0",5,"Betrieb von historischen Stätten und Gebäuden und ähnlichen Attraktionen","91.03"
"91.04",4,"Botanische und zoologische Gärten sowie Naturparks","91.0"
"91.04.0",5,"Botanische und zoologische Gärten sowie Naturparks","91.04"
92,2,"Spiel-, Wett- und Lotteriewesen","R"
"92.0",3,"Spiel-, Wett- und Lotteriewesen",92
"92.00",4,"Spiel-, Wett- und Lotteriewesen","92.0"
"92.00.1",5,"Spielhallen und Betrieb von Spielautomaten","92.00"
"92.00.2",5,"Spielbanken und Spielklubs","92.00"
"92.00.3",5,"Wett-, Toto- und Lotteriewesen","92.00"
93,2,"Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung","R"
"93.1",3,"Erbringung von Dienstleistungen des Sports",93
"93.11",4,"Betrieb von Sportanlagen","93.1"
"93.11.0",5,"Betrieb von Sportanlagen","93.11"
"93.12",4,"Sportvereine","93.1"
"93.12.0",5,"Sportvereine","93.12"
"93.13",4,"Fitnesszentren","93.1"
"93.13.0",5,"Fitnesszentren","93.13"
"93.19",4,"Erbringung von sonstigen Dienstleistungen des Sports","93.1"
"93.19.0",5,"Erbringung von sonstigen Dienstleistungen des Sports","93.19"
"93.2",3,"Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung",93
"93.21",4,"Vergnügungs- und Themenparks","93.2"
"93.21.0",5,"Vergnügungs- und Themenparks","93.21"
"93.29",4,"Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.","93.2"
"93.29.0",5,"Erbringung von Dienstleistungen der Unterhaltung und der Erholung a. n. g.","93.29"
"S",1,"Erbringung von sonstigen Dienstleistungen",
94,2,"Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen (ohne Sozialwesen und Sport)","S"
"94.1",3,"Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen",94
"94.11",4,"Wirtschafts- und Arbeitgeberverbände","94.1"
"94.11.0",5,"Wirtschafts- und Arbeitgeberverbände","94.11"
"94.12",4,"Berufsorganisationen","94.1"
"94.12.0",5,"Berufsorganisationen","94.12"
"94.2",3,"Arbeitnehmervereinigungen",94
"94.20",4,"Arbeitnehmervereinigungen","94.2"
"94.20.0",5,"Arbeitnehmervereinigungen","94.20"
"94.9",3,"Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen a. n. g.",94
"94.91",4,"Kirchliche und sonstige religiöse Vereinigungen","94.9"
"94.91.0",5,"Kirchliche und sonstige religiöse Vereinigungen","94.91"
"94.92",4,"Politische Parteien und Vereinigungen","94.9"
"94.92.0",5,"Politische Parteien und Vereinigungen","94.92"
"94.99",4,"Sonstige Interessenvertretungen und Vereinigungen a. n. g.","94.9"
"94.99.1",5,"Organisationen der Bildung, Wissenschaft und Forschung","94.99"
"94.99.2",5,"Organisationen der Kultur","94.99"
"94.99.3",5,"Verbraucherorganisationen","94.99"
"94.99.4",5,"Jugendorganisationen","94.99"
"94.99.9",5,"Interessenvertretungen und Vereinigungen a. n. g.","94.99"
95,2,"Reparatur von Datenverarbeitungsgeräten und Gebrauchsgütern","S"
"95.1",3,"Reparatur von Datenverarbeitungs- und Telekommunikationsgeräten",95
"95.11",4,"Reparatur von Datenverarbeitungsgeräten und peripheren Geräten","95.1"
"95.11.0",5,"Reparatur von Datenverarbeitungsgeräten und peripheren Geräten","95.11"
"95.12",4,"Reparatur von Telekommunikationsgeräten","95.1"
"95.12.0",5,"Reparatur von Telekommunikationsgeräten","95.12"
"95.2",3,"Reparatur von Gebrauchsgütern",95
"95.21",4,"Reparatur von Geräten der Unterhaltungselektronik","95.2"
"95.21.0",5,"Reparatur von Geräten der Unterhaltungselektronik","95.21"
"95.22",4,"Reparatur von elektrischen Haushaltsgeräten und Gartengeräten","95.2"
"95.22.0",5,"Reparatur von elektrischen Haushaltsgeräten und Gartengeräten","95.22"
"95.23",4,"Reparatur von Schuhen und Lederwaren","95.2"
"95.23.0",5,"Reparatur von Schuhen und Lederwaren","95.23"
"95.24",4,"Reparatur von Möbeln und Einrichtungsgegenständen","95.2"
"95.24.0",5,"Reparatur von Möbeln und Einrichtungsgegenständen","95.24"
"95.25",4,"Reparatur von Uhren und Schmuck","95.2"
"95.25.0",5,"Reparatur von Uhren und Schmuck","95.25"
"95.29",4,"Reparatur von sonstigen Gebrauchsgütern","95.2"
"95.29.0",5,"Reparatur von sonstigen Gebrauchsgütern","95.29"
96,2,"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen","S"
"96.0",3,"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen",96
"96.01",4,"Wäscherei und chemische Reinigung","96.0"
"96.01.0",5,"Wäscherei und chemische Reinigung","96.01"
"96.02",4,"Frisör- und Kosmetiksalons","96.0"
"96.02.1",5,"Frisörsalons","96.02"
"96.02.2",5,"Kosmetiksalons","96.02"
"96.03",4,"Bestattungswesen","96.0"
"96.03.1",5,"Bestattungsinstitute","96.03"
"96.03.2",5,"Friedhöfe und Krematorien","96.03"
"96.04",4,"Saunas, Solarien, Bäder u. Ä.","96.0"
"96.04.0",5,"Saunas, Solarien, Bäder u. Ä.","96.04"
"96.09",4,"Erbringung von sonstigen Dienstleistungen a. n. g.","96.0"
"96.09.0",5,"Erbringung von sonstigen Dienstleistungen a. n. g.","96.09"
"T",1,"Private Haushalte mit Hauspersonal; Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt",
97,2,"Private Haushalte mit Hauspersonal","T"
"97.0",3,"Private Haushalte mit Hauspersonal",97
"97.00",4,"Private Haushalte mit Hauspersonal","97.0"
"97.00.0",5,"Private Haushalte mit Hauspersonal","97.00"
98,2,"Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt","T"
"98.1",3,"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt",98
"98.10",4,"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt","98.1"
"98.10.0",5,"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt","98.10"
"98.2",3,"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt",98
"98.20",4,"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt","98.2"
"98.20.0",5,"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt","98.20"
"U",1,"Exterritoriale Organisationen und Körperschaften",
99,2,"Exterritoriale Organisationen und Körperschaften","U"
"99.0",3,"Exterritoriale Organisationen und Körperschaften",99
"99.00",4,"Exterritoriale Organisationen und Körperschaften","99.0"
"99.00.0",5,"Exterritoriale Organisationen und Körperschaften","99.00"
